/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_31_481.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_31_481.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_31_481.jpg, 0, 0, 0, 8.130828E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_31_587.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_31_587.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_31_587.jpg, 0, 0, 0, 8.135662E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_31_688.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_31_688.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_31_688.jpg, 0, 0, 0, 8.124835E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_31_790.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_31_790.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_31_790.jpg, 0, 0, 0, 8.1268E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_31_892.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_31_892.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_31_892.jpg, 0, 0, 0, 8.105192E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_31_994.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_31_994.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_31_994.jpg, 0, 0, 0, 8.154781E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_32_097.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_32_097.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_32_097.jpg, 0, 0, 0, 8.11702E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_32_200.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_32_200.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_32_200.jpg, 0, 0, 0, 8.200201E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_32_306.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_32_306.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_32_306.jpg, 0, 0, 0, 8.13743E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_32_407.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_32_407.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_32_407.jpg, 0, 0, 0, 8.142621E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_32_511.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_32_511.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_32_511.jpg, 0, 0, 0, 8.132335E-05
/Users/mattjwilliams/Desktop/DrivingData/IMG/center_2019_08_02_17_54_32_623.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/left_2019_08_02_17_54_32_623.jpg, /Users/mattjwilliams/Desktop/DrivingData/IMG/right_2019_08_02_17_54_32_623.jpg, 0, 0, 0, 8.12303E-05
